Annotation/Divergence,DD6_old_rep1,DD7_old_rep2,DD8_old_rep3,DD9_old_rep4,DD10_old_rep5,DD11_old_rep6,DD18_old121_rep1,DD19_old121_rep2,DD20_old121_rep3,DD21_old121_rep4,DD22_old121_rep5,DD23_old121_rep6
Inppl1,6.757000000000001,8.138,6.641,5.848,6.649,6.522,5.085,5.194,5.317,5.393,6.312,6.104
Abl2,9.248,6.212000000000001,8.154,5.58,7.808,8.122,9.635,9.113999999999999,9.064,7.672999999999999,9.958,9.352
Ciart,3.4789999999999996,4.029,3.9939999999999998,4.1339999999999995,3.307,3.05,4.606,4.763999999999999,4.875,4.7780000000000005,4.771,4.322
Mir3072,14.947000000000001,10.300999999999998,5.085,10.384,2.542,7.1160000000000005,4.1,1.6969999999999998,5.186,0.691,2.783,4.1610000000000005
Arhgap29,3.236,4.015,3.787,2.398,3.6430000000000002,2.947,5.1,3.1310000000000002,4.718,4.529,3.6830000000000003,4.908
Tmem119,6.353,6.579,5.772,6.022,5.001,4.666,4.809,4.628,4.3469999999999995,4.862,4.9239999999999995,5.053
Gpx4,14.353,15.868,10.408,18.404,13.113,13.155,9.437000000000001,9.006,9.533999999999999,13.655,10.57,12.365
Ppat,3.681,4.082,3.847,4.092,4.162,3.603,4.53,4.266,4.864,5.119,5.027,4.331
Tbx1,1.5519999999999998,2.084,1.475,1.469,1.4080000000000001,1.587,0.914,0.626,1.077,1.1159999999999999,1.252,1.317
Susd6,19.051,7.468,16.733,13.549000000000001,16.052,16.095,18.839000000000002,18.984,18.52,17.298,19.477999999999998,18.817
Filip1l,1.32,1.5,1.228,1.258,1.62,1.5859999999999999,1.604,1.4769999999999999,2.539,2.301,1.791,2.085
Rpp30,7.372000000000001,8.925,7.921,10.479000000000001,7.524,8.721,6.471,7.364,7.7010000000000005,6.195,6.7379999999999995,7.761
Anpep,0.631,1.032,0.6829999999999999,0.868,1.011,0.743,1.829,0.961,1.35,1.649,1.409,1.591
Dnajc9,9.245,10.763,9.756,12.269,10.559000000000001,10.09,8.419,8.695,8.353,9.243,8.993,8.434
Plekhg2,1.0659999999999998,1.2409999999999999,1.102,1.016,1.265,0.986,1.449,0.955,1.286,1.329,1.611,1.6869999999999998
Fnip1,7.745,9.351,8.381,6.202000000000001,8.107999999999999,8.481,9.684,9.466000000000001,10.853,9.699,9.677,9.871
Timm13,24.613000000000003,20.558000000000003,22.898000000000003,34.431999999999995,22.087,23.795,16.948,18.473,16.277,22.333000000000002,20.95,19.217
Csf3r,2.423,1.805,1.5930000000000002,1.518,1.354,1.551,1.3259999999999998,1.4669999999999999,1.0390000000000001,1.442,1.189,1.229
Gatad2b,18.119,12.59,16.762,7.042999999999999,14.392000000000001,16.2,20.531999999999996,23.541,19.129,14.505,19.7,19.121
Rgcc,15.709000000000001,18.769000000000002,14.382,18.463,14.424000000000001,13.671,12.232999999999999,14.034,10.735999999999999,14.302,13.838,13.435
Mif,20.371,19.528,22.566999999999997,28.849,22.405,24.623,15.616,21.666,14.639000000000001,22.287,18.706,19.266
F8,0.242,0.223,0.221,0.18,0.287,0.247,0.354,0.402,0.24,0.327,0.337,0.402
Pgr,2.149,2.191,2.009,1.774,1.758,2.319,2.5660000000000003,2.326,2.565,2.421,2.795,2.551
Vsig10l,0.647,0.53,0.625,0.745,0.7140000000000001,0.5529999999999999,0.588,0.466,0.496,0.413,0.532,0.384
Xkr4,2.0469999999999997,1.235,2.249,0.7509999999999999,1.393,1.34,4.2,4.388999999999999,3.6439999999999997,2.404,4.26,3.009
Rps9,82.104,95.971,70.089,117.366,85.37,78.807,65.777,72.457,67.45100000000001,80.98100000000001,68.36399999999999,75.704
Tmem134,9.267999999999999,11.103,8.509,11.679,9.726,9.24,7.047000000000001,9.081,7.441,8.325,8.111,8.029
Pgm5,0.865,0.856,1.054,0.784,1.1640000000000001,0.8909999999999999,1.5959999999999999,1.2570000000000001,1.2009999999999998,1.194,1.074,1.395
Setmar,3.609,3.182,3.397,3.73,3.07,4.0089999999999995,2.397,2.458,2.9789999999999996,2.7739999999999996,2.617,2.931
Tceal3,40.025999999999996,34.713,42.766999999999996,62.545,41.978,42.098,32.258,34.09,30.801,41.54,32.278,35.832
Aup1,28.825,31.631,30.348000000000003,42.165,32.348,30.386999999999997,25.73,24.083000000000002,23.285,30.531,27.843000000000004,26.779
Dok2,0.26899999999999996,0.38,0.244,0.266,0.27399999999999997,0.142,0.19699999999999998,0.122,0.174,0.133,0.067,0.114
Gngt2,1.953,2.722,2.278,3.826,2.279,1.24,1.633,1.2670000000000001,1.317,1.857,1.351,1.421
Apoe,907.533,948.0989999999999,925.86,1275.1660000000002,981.909,866.9860000000001,786.85,788.409,773.336,893.262,815.697,803.56
Fkbp2,57.111999999999995,70.627,50.451,79.89399999999999,46.581,53.48,46.108999999999995,34.723,46.152,57.467,44.925,44.739
Hdx,0.467,0.855,0.595,0.18,0.33,0.344,0.8740000000000001,0.899,0.9329999999999999,0.483,0.8759999999999999,0.8320000000000001
Med13,7.337000000000001,7.561,7.23,5.78,6.8229999999999995,6.817,9.366,8.781,8.891,7.348,8.435,8.209
Nipbl,5.303999999999999,5.809,5.607,4.199,5.629,5.127000000000001,6.547999999999999,5.822,6.29,5.611000000000001,6.565,6.88
Sssca1,14.99,14.117,14.655,17.887999999999998,12.824000000000002,14.902999999999999,10.32,13.411,9.3,13.693,11.493,14.728
C2,0.057999999999999996,0.223,0.045,0.10800000000000001,0.43700000000000006,0.29600000000000004,1.089,0.133,1.005,0.885,0.609,1.1520000000000001
Adam12,0.441,0.484,0.568,0.43,0.627,0.47,0.872,0.6,0.9,0.777,0.701,0.7390000000000001
Acyp1,14.652999999999999,13.339,15.192,16.862000000000002,13.78,14.444,8.105,11.359000000000002,10.515,11.892999999999999,10.647,13.948
Sbk1,17.304000000000002,14.9,14.082,13.600999999999999,14.784,13.15,10.135,12.308,9.824,13.059000000000001,14.2,12.979000000000001
Igdcc3,0.6859999999999999,0.415,0.28600000000000003,0.41700000000000004,0.5670000000000001,0.684,0.8240000000000001,0.6890000000000001,0.7340000000000001,0.833,0.784,0.764
H6pd,1.23,1.182,1.3130000000000002,1.252,1.7519999999999998,1.416,1.931,1.817,1.493,1.298,2.2840000000000003,1.7530000000000001
Cbr3,7.712999999999999,8.891,6.664,7.279,5.876,6.068,4.388,4.49,3.806,4.9719999999999995,4.812,4.572
Dok3,5.872999999999999,5.193,4.412,4.832,4.437,3.286,2.367,2.6210000000000004,2.57,3.165,3.411,3.2939999999999996
Sema3g,0.773,1.1340000000000001,0.7140000000000001,0.65,1.0090000000000001,0.9279999999999999,1.253,0.74,1.4140000000000001,1.436,1.104,1.86
Mars2,2.3409999999999997,1.693,2.565,1.499,1.847,2.0269999999999997,2.491,2.7060000000000004,2.289,2.282,2.9730000000000003,2.269
Gzmm,0.341,0.9840000000000001,0.743,1.062,0.65,0.606,0.39899999999999997,0.248,0.303,0.555,0.61,0.564
Dmrtb1,0.342,0.218,0.366,0.317,0.43700000000000006,0.299,0.313,0.11699999999999999,0.285,0.127,0.255,0.218
BC037704,0.5,0.946,0.718,0.855,0.706,0.708,0.534,0.5589999999999999,0.534,0.483,0.601,0.489
Col25a1,13.300999999999998,8.371,15.630999999999998,11.749,14.86,14.435,17.584,19.851,18.252,16.646,17.256,17.899
Csmd3,1.739,1.786,1.9269999999999998,1.258,1.5419999999999998,1.577,2.211,2.197,2.095,1.675,1.9869999999999999,2.198
Ccnjl,1.758,1.251,2.205,2.459,2.238,2.0340000000000003,2.469,2.344,2.283,2.244,2.8939999999999997,2.8510000000000004
Exoc4,10.732000000000001,10.09,11.040999999999999,8.6,12.302999999999999,11.939,14.654000000000002,14.703,12.895,11.375,14.379000000000001,13.5
Nfkbid,1.534,1.5619999999999998,1.611,1.4780000000000002,1.4880000000000002,1.631,1.291,1.4280000000000002,1.214,1.22,1.4,1.123
Ptgds,66.593,109.62700000000001,84.855,118.382,178.56,90.04299999999999,567.882,160.352,350.603,510.455,240.967,645.276
1600020E01Rik,6.361000000000001,8.318999999999999,6.08,7.3660000000000005,6.763,7.656000000000001,6.011,6.257999999999999,5.223,6.7620000000000005,5.132999999999999,5.228
Zfp523,29.105999999999998,37.635999999999996,27.56,32.227,27.753,29.789,22.955,25.526,25.609,25.559,25.573,26.405
Timmdc1,6.334,6.63,7.517,7.9879999999999995,7.007000000000001,6.396,5.528,5.382000000000001,5.49,6.547000000000001,6.125,5.94
Pllp,14.442,16.874000000000002,16.733,18.359,15.140999999999998,15.158,13.659,14.776,12.895,12.484000000000002,13.300999999999998,12.527999999999999
Akt1s1,20.862,19.976,22.293000000000003,28.122,21.38,23.155,16.899,18.828,16.59,22.621,19.256,19.831
Camk2n2,35.184,38.233000000000004,37.099000000000004,55.611999999999995,41.721000000000004,46.761,26.395,35.051,27.816,39.315,35.535,37.567
Gnb2,88.495,103.381,91.228,109.68799999999999,86.42399999999999,94.486,65.02199999999999,78.226,60.592,87.376,76.337,80.042
Lbhd1,5.7010000000000005,5.348,6.676,9.097000000000001,7.074,6.428999999999999,4.416,5.7860000000000005,4.99,5.207999999999999,4.896,6.061
Sos1,7.957000000000001,7.042000000000001,7.768,5.9479999999999995,7.782,7.888,9.286,8.782,9.488999999999999,8.292,9.902999999999999,9.288
Gja5,0.12300000000000001,0.25,0.057,0.109,0.15,0.062,0.359,0.156,0.218,0.254,0.22,0.375
Tnik,18.974,20.689,20.13,13.989,17.903,18.26,24.201999999999998,24.307,21.584,19.883,22.426,22.834
Zfp442,0.449,0.672,0.624,0.428,0.561,0.523,0.752,0.768,0.737,0.633,0.797,0.599
Zfp472,0.92,1.031,1.252,0.95,1.0290000000000001,0.772,1.226,1.015,1.24,1.604,1.273,1.547
Ccdc158,0.085,0.07200000000000001,0.099,0.157,0.087,0.094,0.217,0.135,0.18899999999999997,0.157,0.158,0.081
Acyp2,18.891,18.956,21.228,25.268,21.397,17.037,11.290999999999999,14.958,16.754,16.695999999999998,17.759,15.539000000000001
Mpc1,2.381,2.813,2.38,3.843,3.76,2.6439999999999997,1.555,3.011,1.557,1.886,2.47,2.11
Sp1,3.3539999999999996,4.601,3.577,2.7110000000000003,3.677,3.841,4.814,4.328,4.628,3.467,4.405,4.581
Jmjd1c,9.224,8.548,9.112,7.577000000000001,8.479,8.824,11.765,12.073,11.163,8.658999999999999,10.463,11.307
Zfp617,1.797,1.656,1.7209999999999999,1.9869999999999999,1.577,1.785,1.276,1.253,1.561,1.194,1.1440000000000001,1.2919999999999998
Rbm15,2.275,2.228,2.207,1.9469999999999998,2.474,1.861,2.539,3.195,2.721,2.376,3.5989999999999998,2.806
Islr,3.1510000000000002,3.76,5.64,6.434,7.104,4.86,12.568,5.489,9.517000000000001,8.886000000000001,7.202999999999999,9.72
Nipal4,1.0490000000000002,1.305,0.9790000000000001,1.036,1.126,0.902,0.818,0.91,0.9309999999999999,0.7240000000000001,0.955,0.682
Atp5j2,60.175,60.286,54.251999999999995,100.155,59.646,61.118,42.948,46.225,47.308,52.798,41.184,48.845
Chpt1,8.23,7.864,8.019,5.291,7.624,7.678999999999999,8.85,9.184,9.44,8.359,8.456,9.937999999999999
Bmp4,0.596,0.8759999999999999,0.741,0.765,1.135,0.605,1.7719999999999998,0.8290000000000001,1.94,1.6440000000000001,1.242,1.794
Znhit1,40.498000000000005,49.443000000000005,35.152,53.277,36.314,36.336,29.778000000000002,31.739,34.158,39.001999999999995,30.941999999999997,32.561
2310010J17Rik,1.834,3.111,1.584,2.5669999999999997,2.772,3.362,1.788,2.035,1.5830000000000002,2.109,2.124,1.426
Dazap1,17.212,18.596,18.979,22.596999999999998,17.315,16.813,14.328,16.067999999999998,14.147,17.145,14.864,16.546
Mob1b,3.8510000000000004,3.965,3.7289999999999996,2.333,4.1530000000000005,3.92,5.084,5.322,5.351,4.585,5.3389999999999995,5.255
Trdmt1,1.7519999999999998,1.511,1.453,1.4280000000000002,1.49,1.242,2.135,1.8030000000000002,1.7830000000000001,1.36,1.652,1.858
Kcne4,0.218,0.23800000000000002,0.242,0.231,0.382,0.218,0.29600000000000004,0.33899999999999997,0.311,0.507,0.302,0.496
Impad1,12.833,13.263,13.834000000000001,8.196,13.459000000000001,14.651,16.92,17.329,17.285,14.86,17.930999999999997,16.543
Itprip,0.387,0.259,0.348,0.34700000000000003,0.5820000000000001,0.22,0.462,0.555,0.667,0.557,0.667,0.441
Cpne9,5.501,9.074,6.912999999999999,5.456,6.465,6.649,5.244,5.827999999999999,6.015,5.1370000000000005,5.111000000000001,5.092
Fam26e,3.009,1.276,3.6430000000000002,4.683,3.364,4.011,5.126,3.903,5.4879999999999995,5.531000000000001,4.322,4.212
Fam192a,15.372,18.596,16.480999999999998,21.038,18.209,20.168,13.5,15.397,14.285,17.922,14.67,16.293
2410015M20Rik,26.386,27.326999999999998,26.004,38.88,29.018,31.162,21.771,26.096,22.936,26.243000000000002,21.252,25.38
Pdgfra,7.722,8.823,7.269,6.728,7.928999999999999,7.292999999999999,10.296,8.531,10.353,8.609,8.767000000000001,9.567
Pdia6,36.05,40.464,35.964,45.602,41.746,38.347,31.416999999999998,31.219,29.988000000000003,37.988,34.799,29.545
Tmem11,17.155,15.831,17.199,24.169,16.205,18.708,13.744000000000002,12.895999999999999,14.512,16.497,12.169,15.034
Hmgb3,0.737,2.461,1.109,1.494,0.836,0.531,0.21600000000000003,0.625,0.409,0.327,0.47600000000000003,0.845
Ephb4,0.9590000000000001,1.28,1.021,0.9470000000000001,1.3769999999999998,0.9690000000000001,1.493,1.209,1.518,1.47,1.4280000000000002,1.864
F13a1,0.24,0.457,0.435,0.429,0.6659999999999999,0.266,1.271,0.45299999999999996,0.975,0.871,0.907,0.826
Pantr1,48.75899999999999,37.763000000000005,31.76,54.043,39.812,42.435,30.912,28.875999999999998,31.226,34.907,27.473000000000003,27.338
Manf,19.394000000000002,18.282,18.194000000000003,21.158,19.901,17.284000000000002,12.939,13.279000000000002,13.762,14.651,13.847999999999999,13.626
Hip1r,11.600999999999999,16.46,11.494000000000002,12.296,11.625,11.995,10.235,11.140999999999998,9.445,10.1,11.507,10.625
Yrdc,7.872999999999999,6.93,7.739,10.201,7.446000000000001,6.601,6.0489999999999995,6.115,5.36,6.297999999999999,5.827000000000001,6.932
Adssl1,5.478,6.9879999999999995,5.4,6.1370000000000005,5.664,5.832000000000001,4.606,4.857,4.813,5.071000000000001,4.883,5.379
Sec24a,3.755,4.029,3.694,2.9419999999999997,3.802,3.9989999999999997,4.6080000000000005,4.252,4.702,3.998,4.498,4.512
Traip,6.917000000000001,10.328,5.712000000000001,6.609,5.872999999999999,4.627,4.851,4.542,5.062,4.692,5.003,4.9830000000000005
Aldoc,201.8,198.19400000000002,177.483,224.597,173.97099999999998,184.037,148.523,156.513,156.541,180.622,155.155,164.793
Cox6b1,158.72899999999998,164.98,160.784,244.699,174.74599999999998,179.398,115.88799999999999,128.941,128.422,157.678,135.942,124.24700000000001
Pear1,1.047,1.21,1.3330000000000002,1.15,1.253,1.306,1.901,1.082,1.5230000000000001,1.415,1.452,1.8840000000000001
Cntfr,27.82,31.926,28.176,32.426,26.299,26.86,22.26,24.554000000000002,20.267,24.289,24.666999999999998,25.511
Fsd1l,4.955,4.865,4.772,3.405,5.225,4.744,5.843,5.003,6.34,5.1080000000000005,6.171,5.919
She,0.8009999999999999,1.065,0.768,0.752,0.872,0.7709999999999999,1.084,0.8240000000000001,1.082,1.056,1.004,1.1640000000000001
Txndc12,17.379,17.361,14.832,20.553,16.646,16.759,13.599,12.097000000000001,14.757,17.643,13.800999999999998,13.948
Casp2,2.484,2.569,2.6430000000000002,2.373,2.4459999999999997,2.4619999999999997,3.012,2.987,3.217,2.884,2.888,3.188
Sox18,5.407,4.908,3.319,4.9910000000000005,3.873,4.817,3.261,2.5839999999999996,3.397,3.928,3.3560000000000003,4.587
Cxcl14,48.628,46.957,45.335,58.73,44.65,46.302,35.141,42.667,37.036,45.105,37.941,38.597
Cep350,3.447,3.012,3.053,2.238,3.037,3.016,3.7510000000000003,3.6180000000000003,3.978,3.3989999999999996,3.608,3.5639999999999996
Trnau1ap,7.393,10.046,8.304,10.755,9.036,8.474,7.361000000000001,7.832000000000001,7.79,7.846,6.322,7.752999999999999
Spopl,3.261,2.766,3.0780000000000003,1.921,3.073,2.813,3.426,3.417,3.575,2.968,3.488,3.4589999999999996
Cenpe,0.14800000000000002,0.209,0.207,0.21899999999999997,0.302,0.244,0.27399999999999997,0.233,0.285,0.292,0.309,0.32
5730522E02Rik,1.113,0.815,0.669,0.48700000000000004,0.62,0.7709999999999999,1.036,0.873,0.927,0.935,0.904,1.288
Lama4,0.8290000000000001,0.9740000000000001,0.595,0.662,0.92,0.737,1.232,0.903,1.2670000000000001,0.934,0.902,1.266
Ecm2,1.1540000000000001,0.9790000000000001,1.861,1.631,1.861,1.3969999999999998,2.627,1.63,2.3369999999999997,2.134,2.101,2.502
Mrc1,0.33299999999999996,0.44299999999999995,0.507,0.311,0.562,0.304,1.495,0.79,0.981,1.265,0.8959999999999999,1.06
Prrg1,1.484,1.9969999999999999,1.308,1.056,1.8719999999999999,1.344,2.099,1.959,1.966,1.5659999999999998,1.8130000000000002,1.9769999999999999
Nufip2,8.049,8.265,8.895,6.56,8.611,7.696000000000001,10.345999999999998,9.604,10.978,9.456,10.567,9.9
Slco1b2,0.14,0.17800000000000002,0.127,0.10400000000000001,0.191,0.14800000000000002,0.017,0.042,0.052000000000000005,0.069,0.122,0.015
Mascrna,8.062999999999999,6.84,11.495,11.950999999999999,13.716,13.649000000000001,6.881,6.102,4.476,6.957000000000001,3.003,7.696000000000001
Fcgr1,1.84,1.284,1.569,1.804,1.555,1.319,1.238,0.9159999999999999,1.153,1.251,1.0170000000000001,1.3030000000000002
Atp5o,70.979,72.471,77.127,112.34299999999999,82.656,85.78,57.357,61.992,62.251999999999995,77.656,63.408,70.717
Mief2,4.5969999999999995,3.9,3.906,5.144,3.832,4.175,3.452,3.5660000000000003,3.076,3.715,3.832,3.778
Kansl1l,2.461,2.55,2.62,2.166,2.3369999999999997,2.38,2.839,2.565,2.943,3.053,3.2110000000000003,3.1839999999999997
Shc4,1.1320000000000001,1.2570000000000001,1.215,1.1340000000000001,1.432,1.1840000000000002,0.956,0.912,1.044,0.978,0.902,1.156
Fut11,3.716,3.97,3.978,3.094,4.168,3.4810000000000003,4.397,4.104,4.776,4.547,4.665,4.481
Tmem30c,0.502,1.042,0.6509999999999999,0.8690000000000001,0.532,0.461,0.368,0.406,0.6509999999999999,0.45399999999999996,0.249,0.426
Kdm5a,3.613,3.7239999999999998,3.822,3.082,3.807,3.7689999999999997,4.953,5.004,4.917,4.381,4.736000000000001,4.2780000000000005
Dnajb11,24.38,23.680999999999997,22.635,28.754,23.601,21.261,17.3,17.599,20.835,22.579,19.332,18.840999999999998
Ndufc2,81.02,71.609,69.608,111.266,75.17399999999999,72.219,57.776,67.398,63.282,68.88,61.863,69.72399999999999
H2-DMa,5.803,6.655,6.57,8.257,6.476,6.454,4.619,6.4079999999999995,5.309,5.459,5.462999999999999,5.879
Plcz1,0.495,0.21,0.302,0.47200000000000003,0.457,0.42700000000000005,0.828,0.514,0.648,0.5489999999999999,0.44799999999999995,0.495
Ccdc190,10.321,8.708,11.279000000000002,11.453,10.705,8.996,9.101,8.461,8.517000000000001,8.994,7.147,7.4910000000000005
Ndufb7,52.663000000000004,53.778,61.593,78.054,58.044,62.716,41.81399999999999,49.534,44.537,57.397,50.461000000000006,52.342
Git1,168.86900000000003,119.745,123.477,132.81,123.133,123.72200000000001,104.87200000000001,110.72200000000001,102.839,112.48,118.02,109.051
Bloc1s1,16.192999999999998,13.378,13.577,18.47,17.054000000000002,16.715,11.125,15.216,10.552999999999999,12.287,13.948,13.619000000000002
Prelp,8.113999999999999,4.931,7.269,7.733,11.200999999999999,7.07,11.559000000000001,7.813,10.852,9.937000000000001,11.436,9.878
Tnks,10.15,8.387,9.294,4.619,8.092,8.573,12.605,13.575999999999999,11.6,8.574,13.038,11.693
Angptl2,0.535,0.643,0.312,0.34700000000000003,1.774,0.396,1.598,0.6679999999999999,2.004,1.187,1.859,1.4040000000000001
Spry2,23.425,23.988000000000003,18.1,24.009,19.242,17.625,15.387,16.93,15.597000000000001,17.948,16.954,18.65
Cckbr,4.418,9.192,4.039,5.044,3.798,6.272,2.948,3.605,3.248,3.687,2.9789999999999996,3.134
Fam107b,2.657,2.6060000000000003,3.412,3.7760000000000002,4.479,3.358,3.977,3.786,4.588,4.742,4.34,3.863
Tmem97,2.1919999999999997,2.985,2.063,2.3080000000000003,2.198,3.222,1.73,1.4140000000000001,2.113,2.303,2.2769999999999997,1.8719999999999999
Slc36a4,11.944,9.557,10.370999999999999,5.93,10.538,11.07,11.883,12.943,12.907,10.099,12.187000000000001,12.337
Tnrc6b,6.6160000000000005,5.6579999999999995,6.726,5.401,6.492000000000001,5.9510000000000005,7.805,7.505,7.393,6.35,7.54,7.308
Wfikkn2,0.09,0.23,0.316,0.251,1.246,0.258,1.8519999999999999,0.657,0.9159999999999999,0.8190000000000001,1.381,1.122
Calr3,0.675,0.5720000000000001,0.831,0.875,0.49700000000000005,0.607,0.5760000000000001,0.511,0.531,0.541,0.335,0.215
Tpm2,1.1320000000000001,1.89,1.42,1.814,1.839,1.577,2.7260000000000004,1.128,4.441,4.484,2.177,3.719
Alpk3,0.048,0.113,0.084,0.045,0.07400000000000001,0.069,0.132,0.08800000000000001,0.1,0.11599999999999999,0.081,0.092
Bbip1,13.309000000000001,15.960999999999999,13.62,18.762,13.780999999999999,14.572000000000001,11.788,11.588,12.934000000000001,13.965,11.033,11.69
Clec3b,0.7759999999999999,0.7240000000000001,1.147,0.575,1.109,0.7879999999999999,1.59,1.198,1.077,1.55,1.156,1.63
Rpl35a,2.855,3.2289999999999996,2.4659999999999997,5.171,2.59,3.826,0.58,1.7280000000000002,0.528,0.7040000000000001,0.354,1.8159999999999998
Tnnt1,2.0340000000000003,1.659,1.095,1.74,1.1179999999999999,1.838,1.2590000000000001,1.0659999999999998,1.216,1.4469999999999998,0.816,1.245
Ccdc61,2.42,2.705,2.479,2.761,2.431,1.926,1.742,1.919,1.4069999999999998,2.301,2.146,2.004
Lrrtm4,4.626,5.722,7.558,6.774,7.3629999999999995,7.97,7.614,8.226,7.199,8.633,8.017999999999999,8.655
Pcsk4,1.5030000000000001,2.186,1.193,1.7280000000000002,1.273,1.402,0.898,1.449,1.005,1.338,1.165,1.035
Pfdn1,19.74,21.78,23.247,29.735,22.921,24.336,16.219,18.38,17.311,20.627,18.325,18.295
Gstm1,95.274,94.125,85.633,127.32700000000001,97.585,93.199,70.306,75.68,65.507,82.499,70.82600000000001,72.961
Rps21,167.40200000000002,187.97400000000002,154.895,273.309,150.91899999999998,157.17600000000002,84.711,134.577,101.257,107.96799999999999,83.12,121.281
Metrn,22.241,18.625999999999998,19.180999999999997,28.279,21.163,18.597,16.6,18.71,14.383,18.659000000000002,17.153,18.642
1810009A15Rik,10.048,9.426,11.765999999999998,16.031,12.467,11.331,7.7829999999999995,10.198,8.793,9.179,8.628,10.681
Pfdn2,85.928,84.17399999999999,83.54299999999999,109.38600000000001,74.543,76.175,60.765,59.96,60.678999999999995,69.704,55.941,58.474
Cav1,4.77,5.3870000000000005,5.67,5.382000000000001,5.541,3.935,6.513,4.691,6.712999999999999,6.449,5.635,7.096
Dcn,12.654000000000002,3.674,18.06,29.516,23.46,20.511999999999997,31.061999999999998,17.929000000000002,29.724,38.277,25.237,32.422
Phldb2,1.301,1.127,1.012,1.089,1.714,1.146,2.108,1.258,2.454,1.8619999999999999,2.074,2.181
Bcas1,35.876,42.993,36.046,29.968000000000004,36.066,29.559,30.783,31.962,27.311999999999998,25.99,25.943,23.706999999999997
Cda,1.0490000000000002,0.971,1.038,0.7070000000000001,0.519,0.424,0.349,0.433,0.371,0.423,0.426,0.425
Tnfsfm13,2.041,1.585,1.695,1.8969999999999998,1.9069999999999998,1.3619999999999999,2.253,2.168,1.921,2.021,2.0869999999999997,2.73
Rif1,3.955,3.478,3.582,2.535,3.529,3.43,4.303,4.043,4.773,3.9819999999999998,4.705,4.457
Irak2,4.789,5.3020000000000005,4.428999999999999,4.819,4.288,4.416,4.149,3.41,3.47,4.101,4.149,4.042
Zfp871,10.624,9.467,10.321,6.905,9.632,9.121,13.947000000000001,13.958,12.995,11.690999999999999,13.825999999999999,12.365
Klhl32,1.743,1.232,2.209,1.3159999999999998,1.911,1.598,1.936,1.935,2.168,2.841,2.573,2.198
Cxx1b,21.005,23.58,17.593,25.358,15.734000000000002,16.973,11.809000000000001,15.677999999999999,12.11,15.118,12.440999999999999,14.833
Dynlt1a,0.109,0.145,0.16899999999999998,0.115,0.095,0.128,0.17,0.183,0.172,0.149,0.231,0.17800000000000002
Ptchd4,0.278,0.321,0.441,0.264,0.363,0.36,0.44,0.5660000000000001,0.574,0.485,0.597,0.489
Rps16,0.63,0.748,0.49,0.56,0.257,0.4,0.092,0.114,0.14,0.18600000000000003,0.094,0.321
Csnk1g2,48.247,49.608000000000004,46.058,55.3,47.153,44.986999999999995,36.841,39.535,34.303000000000004,43.349,40.661,40.056999999999995
Dcp2,7.456,6.053,7.087999999999999,6.091,7.694,7.409,8.214,9.253,8.982999999999999,8.375,9.738,8.805
Oprm1,0.354,0.48700000000000004,0.309,0.098,0.21100000000000002,0.168,0.679,0.642,0.81,0.556,0.691,0.534
Rps6kb2,14.385,15.33,12.841,15.433,14.276,13.120999999999999,11.511,10.940999999999999,10.725,11.06,12.107000000000001,10.905
Shf,10.724,10.395999999999999,11.682,13.954,11.198,14.399000000000001,7.556,9.873,8.121,12.097000000000001,9.828,10.44
Adam8,0.47100000000000003,0.589,0.48200000000000004,0.368,0.473,0.315,0.29,0.33799999999999997,0.303,0.44,0.37,0.3
Zbtb39,2.319,2.24,2.344,2.148,2.498,2.421,2.7239999999999998,3.042,2.761,2.201,3.022,2.943
Snhg5,6.098,7.888,7.053,7.9639999999999995,6.172000000000001,7.79,6.132999999999999,4.776,5.627000000000001,6.087000000000001,6.017,6.062
Ptrf,5.005,7.662000000000001,5.022,5.352,6.941,5.492000000000001,7.7410000000000005,5.021,8.124,7.649,7.667999999999999,8.644
Srrt,35.8,44.761,35.674,40.485,35.28,37.336,30.910999999999998,29.89,31.489,32.927,31.662,31.596
Mcm4,2.381,2.274,2.252,2.082,2.5540000000000003,2.083,2.9189999999999996,2.688,3.048,2.681,2.6039999999999996,2.73
Il31ra,0.021,0.018000000000000002,0.033,0.016,0.028999999999999998,0.027000000000000003,0.107,0.076,0.035,0.047,0.063,0.027000000000000003
Ascc3,2.515,2.369,2.468,2.062,2.608,2.492,3.0610000000000004,2.676,3.181,2.987,3.1010000000000004,2.6489999999999996
Taf10,8.988,8.664,9.054,12.035,8.617,10.503,7.845,6.8629999999999995,7.654,8.459,7.074,8.709
Jag1,2.1590000000000003,2.83,3.063,2.8360000000000003,2.937,2.367,3.455,2.927,3.6180000000000003,3.307,3.57,4.281000000000001
Nrp2,7.39,3.847,10.078,7.7620000000000005,9.743,8.41,11.005,10.306,9.955,8.869,11.402000000000001,10.392999999999999
Thap4,9.821,10.644,7.382000000000001,11.887,8.613,9.836,7.422999999999999,8.125,9.026,8.957,7.314,7.29
Cp,2.06,3.141,2.048,1.409,3.463,2.099,6.07,2.536,5.013,5.199,4.587,5.746
Cbs,8.85,9.835,7.481,8.25,8.267000000000001,8.437000000000001,6.136,7.085,6.848,7.502999999999999,7.12,6.9270000000000005
Stx4a,20.901999999999997,27.875,20.371,28.826,22.36,19.812,16.331,16.910999999999998,17.009,19.458,17.179000000000002,17.793
Trappc2l,53.354,54.309,63.119,72.017,56.27,58.302,44.14,49.948,44.708999999999996,50.258,43.901,45.185
